loan_id,customer_id,origination_date,income,debt_to_income_ratio,loan_amount,interest_rate,credit_score,default_flag,default_probability,num_payments,avg_payment_ratio,max_days_late,pct_late_payments,origination_date_year,origination_date_month,origination_date_quarter,loan_age_months,loan_to_income,credit_dti_interaction,high_dti_flag,low_credit_flag,serious_delinquency_flag,underpayment_flag,high_risk_flag,employment_status_Retired,employment_status_Self-employed,employment_status_Unemployed,housing_status_Other,housing_status_Own,housing_status_Rent,product_type_Credit Card,product_type_Mortgage,product_type_Personal Loan,purpose_Debt Consolidation,purpose_Home Improvement,purpose_Major Purchase,purpose_Medical,purpose_Other
LOAN00003168,CUST003168,2023-09-26,0.21106250103753715,0.29192251658920015,0.11439236634104505,0.5084549869131499,0.7969088325129394,1,0.2508610387756773,19,0.7584366425280669,34,0.2763052836069857,2023,9,3,17.566666666666666,0.5247614645669001,0.7621427804616264,0,0,0,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False
LOAN00003169,CUST003169,2024-06-29,0.16289327056982197,0.1634877484297019,0.6606327416661478,0.17096220018219027,0.578601581705069,0,0.5700925793723569,6,0.9662099522658399,1,0.010531905070782766,2024,6,2,8.333333333333334,3.351976603962341,0.6599458458552941,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False
LOAN00003170,CUST003170,2025-03-03,0.1347313401680735,0.1883517255131749,0.4115000446121732,0.3739528224450202,0.8323118583159193,1,0.6808108551187071,22,0.7733338302072146,38,0.34853826684350553,2025,3,1,0.1,2.3483891874431433,0.8150097831907708,0,0,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True
LOAN00003171,CUST003171,2022-07-02,0.7416502442228164,0.4258793597975823,0.28675327883306406,0.4834477500638273,0.45939001261067647,1,0.4356988314946273,3,0.8992114675193377,72,0.20131936092116592,2022,7,3,32.6,0.47297243662707855,0.5273881103277378,0,0,1,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False
LOAN00003172,CUST003172,2024-08-10,0.17267867397799144,0.20233612099445558,0.39972706767863836,0.3623499632680594,0.7922880270062693,1,0.6509069490116611,10,0.8692808183649814,76,0.17426596901398622,2024,8,3,6.933333333333334,1.974896345356282,0.7855101617331557,0,0,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False
LOAN00003173,CUST003173,2025-02-21,0.3804273770827925,0.4565728976585914,0.2954688477556698,0.4584508363164312,0.6865077774265241,0,0.6844418069531394,11,0.9273848663215529,9,0.07925503538823024,2025,2,1,0.43333333333333335,0.8464305584987916,0.6506975892988861,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
LOAN00003174,CUST003174,2025-01-26,0.212186450201719,0.1491664331752876,0.5158983048805483,0.5750658419691502,0.2519952680629846,0,0.5847925203961534,6,1.0307790706182347,0,0.21163910337470837,2025,1,1,1.3,2.2239967468798274,0.45303868669622266,0,1,0,0,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False
LOAN00003175,CUST003175,2022-04-25,0.2036273523713456,0.4684570686190598,0.15554837586767328,0.48571767939160304,0.9932189572757603,1,0.8455398377132218,2,0.8440769431071717,51,0.28666625849780175,2022,4,2,34.86666666666667,0.7163943716125765,0.8220590339066297,0,0,0,1,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False
LOAN00003176,CUST003176,2022-03-25,0.1319661127058711,0.1527105564284705,0.18059566637331667,0.5247036255590377,0.23268387108349423,1,0.3162072156174065,9,0.8543274435843013,54,0.42384645328176196,2022,3,1,35.9,1.0711119139400194,0.44002993529863743,0,1,0,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False
LOAN00003177,CUST003177,2024-03-01,0.10845192022189667,0.8228180752324149,0.1752871777008389,0.08826513430398693,0.9553975953784447,1,0.9151980271960091,23,0.8902665195357237,50,0.49398512281083096,2024,3,1,12.333333333333334,1.153820815170358,0.6833597163158954,0,0,0,1,1,False,False,False,False,False,True,True,False,False,True,False,False,False,False
LOAN00003178,CUST003178,2022-09-19,0.4020772422578143,0.3027994789501865,0.05248139206405649,0.4598331047419277,0.7242228839154122,1,0.6812554585797741,16,0.7183247846177677,83,0.4040742728820023,2022,9,3,29.966666666666665,0.16374830102005772,0.7147575955048195,0,0,1,1,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False
LOAN00003179,CUST003179,2023-09-16,0.10600848654380722,0.14721115230399856,0.2134665469785544,0.01218256297188518,0.7732369447805159,0,0.17573583385543157,1,0.941091917036942,5,0.040208699199022715,2023,9,3,17.9,1.4086619333714068,0.7893448008977232,0,0,0,0,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False
LOAN00003180,CUST003180,2023-06-01,0.33591463088314305,0.16043491944659233,0.32677884700497284,0.40812698044258905,0.47409948910196514,1,0.6793357705949784,3,0.9292679848948073,67,0.24919229839823856,2023,6,2,21.466666666666665,1.0268994493120858,0.5936496291388629,0,0,1,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False
LOAN00003181,CUST003181,2022-12-20,0.26044922037341817,0.7746735626930521,0.043336311815799014,0.8936426501724586,0.5068251607188334,1,0.7558531429272212,21,0.7481879845629981,49,0.4550163649909372,2022,12,4,26.9,0.19287668505371794,0.47629854848239,0,0,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False
LOAN00003182,CUST003182,2023-04-01,0.4053361110846857,0.22690243552776485,0.03147450243897391,0.6972946375660062,0.605192056187725,0,0.5028447285304207,17,1.0817741997551886,8,0.12392569358694541,2023,4,2,23.5,0.10714629614159883,0.6612348018807171,0,0,0,0,0,False,True,False,False,False,True,False,False,True,True,False,False,False,False
LOAN00003183,CUST003183,2022-10-07,0.15133985246316592,0.25167092040943334,0.045988143796855695,0.1842161147839009,0.26406221769960964,1,0.6681127588705533,8,0.7754720398166312,13,0.449803770237631,2022,10,4,29.366666666666667,0.2876417900797914,0.4435736960062759,0,1,0,1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False
LOAN00003184,CUST003184,2022-10-07,0.4968102272548821,0.2062645368580997,0.3617016173770922,0.37616875607188544,0.7559684229238883,1,0.7429415050892743,6,0.926362838793624,53,0.34783366669847965,2022,10,4,29.366666666666667,0.8324906998176996,0.7614549752913736,0,0,0,0,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False
LOAN00003185,CUST003185,2022-07-12,0.22004594438642336,0.4182744352339226,0.06627744452852678,0.4558579605039296,0.5095925123047021,0,0.1214467809597413,15,0.9532861979093155,8,0.295424176746074,2022,7,3,32.266666666666666,0.31144762472716914,0.5581770619418295,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
LOAN00003186,CUST003186,2024-04-04,1.0,0.2739664073658947,0.02261223928955203,0.6039720145453218,0.04478248271009943,0,0.4727378182079809,10,1.0932797268111376,9,0.11133905780084026,2024,4,2,11.2,0.038812450912295016,0.3050141437826029,0,1,0,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,True
LOAN00003187,CUST003187,2023-04-14,0.04865576428834199,0.4713654034727598,0.024757807784705127,0.6786545927722387,1.0,1,0.6267332872963671,1,0.7258777556309063,85,0.32562148316151024,2023,4,2,23.066666666666666,0.29187001858943923,0.8249257308567922,0,0,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False
LOAN00003188,CUST003188,2025-01-22,1.0,0.49292088888188357,0.029630579817497827,0.84767800991625,0.6741378091431138,1,0.6230775270735369,7,0.8778187908857777,40,0.41417258973916743,2025,1,1,1.4333333333333333,0.04742010693492146,0.6340075637939546,0,0,0,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False
LOAN00003189,CUST003189,2023-02-07,0.22249239467090576,0.010615972177733341,0.037765854533914914,0.2869005160092636,0.6900803069188644,0,0.39456392595531725,17,0.9757234293570557,1,0.16629978367194062,2023,2,1,25.266666666666666,0.19210959005015346,0.7723925737134844,0,0,0,0,0,False,False,False,False,True,False,False,True,False,True,False,False,False,False
LOAN00003190,CUST003190,2024-06-14,0.2856839221999997,0.5291398695675132,0.014531987034225112,0.5413575566359766,0.42183159549611005,0,0.8476197574750467,19,1.0220802308926795,2,0.008484924331391351,2024,6,2,8.833333333333334,0.08123969468106783,0.4844446999106042,0,0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True
LOAN00003191,CUST003191,2024-02-18,0.15207763401205324,0.6304040007583422,0.16589226957855177,0.11138108221080449,0.6918746914963035,0,0.2956645496308249,6,1.0623677112399337,3,0.1995251847425779,2024,2,1,12.733333333333333,0.9118850126384377,0.6070538455142592,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
LOAN00003192,CUST003192,2023-03-02,0.05226210145295177,0.23657235009333785,0.06996350861426247,0.5829878441606875,0.7983269160900752,0,0.34197629359058745,1,0.9123564591963493,4,0.11790938293129588,2023,3,1,24.5,0.6670472046976925,0.7792676336616399,0,0,0,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False
LOAN00003193,CUST003193,2023-09-26,0.16216664180126922,0.3255573876112624,0.15387669210258917,0.6009716415900999,0.22050160937593566,0,0.48548530706717835,3,1.0394865453154842,3,0.041076178543871876,2023,9,3,17.566666666666666,0.8176260695515187,0.4048964195789777,0,1,0,0,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
LOAN00003194,CUST003194,2022-10-10,0.18513140642752737,0.29666158498304657,0.0005619343211603381,0.49839974293171435,0.7634593192363963,0,0.6665623118326655,5,1.0781490739242086,8,0.032492212647343845,2022,10,4,29.266666666666666,0.04439721734366713,0.7403663968919513,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False
LOAN00003195,CUST003195,2022-09-24,0.27787282938252716,0.42251011138709704,0.2699557624263609,0.6358943988274509,0.32463903817034195,1,0.5722451763628293,14,0.994600237605064,56,0.35298754062124915,2022,9,3,29.8,0.9812027158869788,0.44997134827026386,0,1,0,0,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False
LOAN00003196,CUST003196,2022-03-23,0.5093512649426826,0.15286817944166384,0.07890448214348722,0.3071467289884943,0.2647183710406521,0,0.622338350086174,11,1.0849107008045555,2,0.14315564169327252,2022,3,1,35.96666666666667,0.19346030037064557,0.4606108466053699,0,1,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
LOAN00003197,CUST003197,2023-01-22,0.27940878158989757,0.05530258049816962,0.14836202485833827,0.20766767192307278,0.37183189919204906,1,0.6077058775124541,21,0.9968372016898567,47,0.313217371462388,2023,1,1,25.8,0.5513689923842857,0.5483904343098227,0,1,0,0,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False
LOAN00003198,CUST003198,2023-08-06,0.28280296653538145,0.524292175490851,0.4280284011682588,0.2877174381208428,1.0,1,0.642758461106222,16,0.7140331066417802,72,0.45504269290665333,2023,8,3,19.266666666666666,1.517789212092421,0.8068695722819708,0,0,1,1,1,False,False,False,False,False,True,True,False,False,True,False,False,False,False
LOAN00003199,CUST003199,2024-01-16,0.31887276551034105,0.18588508794044306,0.1288758070847379,0.5743563957147904,0.8108931858795716,1,0.6314045631774734,20,0.973004649122214,84,0.39617981372169725,2024,1,1,13.833333333333334,0.4385266073851216,0.8021426846077271,0,0,1,0,1,False,False,True,False,True,False,False,True,False,False,False,True,False,False
LOAN00003200,CUST003200,2023-05-05,0.03795644106853667,0.49650128380342307,0.7796401273851623,0.7784735464633437,0.5995170839449839,0,0.6823980191337431,23,1.081058929265081,5,0.17711889302298167,2023,5,2,22.366666666666667,7.3087198620469085,0.5910878596660507,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
LOAN00003201,CUST003201,2024-12-19,0.0448954011433543,0.49207210869417334,0.005537000871340094,0.30772691789637246,1.0,1,0.8961161953549746,3,0.8588888506587451,77,0.45198965049363077,2024,12,4,2.566666666666667,0.12893304920937537,0.8178615639185152,0,0,1,1,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False
LOAN00003202,CUST003202,2023-03-28,0.058156447364438514,0.46241425975666484,0.06045637761300356,0.3457274817657182,0.36072293814232864,1,0.4786061647869417,11,0.8075955588959177,75,0.16781462275626288,2023,3,1,23.633333333333333,0.5660522841691414,0.4632782067599599,0,1,1,1,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False
LOAN00003203,CUST003203,2024-04-22,0.18401856342737027,0.6498773111976178,0.006691598141695948,0.5190645779324071,0.33324967744898387,0,0.3244042719338069,11,1.0683645225735119,1,0.19099026791434442,2024,4,2,10.6,0.07303399590272358,0.4130316708089837,0,1,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
LOAN00003204,CUST003204,2022-06-12,0.029633190873826258,0.16728161860612525,0.12169810289621386,1.0,0.3623459289128245,0,0.157055186897162,23,1.0084256866106274,8,0.3524131299369622,2022,6,2,33.266666666666666,1.2843553215895722,0.520653154662394,0,1,0,0,1,False,True,False,False,False,True,False,True,False,True,False,False,False,False
LOAN00003205,CUST003205,2022-09-30,0.14116098248128878,0.45427927931530104,0.0940200072225383,0.3968935759673904,1.0,1,0.6414700576522234,14,0.7057354672311611,59,0.45386163215090725,2022,9,3,29.6,0.5606804540818755,0.8307547235471212,0,0,0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
LOAN00003206,CUST003206,2023-10-13,0.06925588049799382,0.46600326638049927,0.022992765747114268,0.7032768949350506,0.8333926451919067,0,0.6679907265897063,19,1.065983889273697,0,0.30648540562004006,2023,10,4,17.0,0.24461814924928885,0.7318477508629461,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False
LOAN00003207,CUST003207,2022-08-19,0.34155244271710344,0.29353767016179333,0.830006628563975,0.45530174067088397,0.3889150661693225,0,0.28092470643960316,12,0.9168433861609803,8,0.0012963703395906167,2022,8,3,31.0,2.53362542215343,0.512716697097338,0,1,0,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False
LOAN00003208,CUST003208,2022-03-28,0.3304204277914074,0.17017359928776957,0.057607038196314374,0.3767792475324817,0.42164902703380636,0,0.304768371239107,4,0.9584484193513683,6,0.04027659365779596,2022,3,1,35.8,0.2063340294787857,0.5580056160943667,0,0,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
LOAN00003209,CUST003209,2022-08-07,0.19484714533500025,0.34778876841372924,0.001478608951693146,0.20553268435306574,0.6788969014292525,1,0.7735570296043253,21,0.835943426506208,45,0.36340395152028054,2022,8,3,31.4,0.047082068099976095,0.6752464482383195,0,0,0,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False
LOAN00003210,CUST003210,2022-10-11,0.02769205733617801,0.11678879389925488,0.1794354072574855,0.42808141393165366,0.3050359379649336,0,0.7729695845335687,20,0.9341147183514666,9,0.18344550745926458,2022,10,4,29.233333333333334,1.8779214217128257,0.49295995069949894,0,1,0,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False
LOAN00003211,CUST003211,2024-01-04,0.2046421747372256,0.009991269924460013,0.18237792307104497,0.6783668193346045,0.5571829280175173,1,0.5121607730077957,10,0.9572406322403331,83,0.3413186059448776,2024,1,1,14.233333333333333,0.8304804552684325,0.6826103735558117,0,0,1,0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False
LOAN00003212,CUST003212,2022-10-22,0.3071181537876466,0.36733297085156275,0.05006764487419005,0.30526383330536694,0.3420918844948646,1,0.3907193880257633,22,0.9629901194085255,84,0.1624225955733293,2022,10,4,28.866666666666667,0.19324311968907337,0.470382586020571,0,1,1,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False
LOAN00003213,CUST003213,2022-03-26,0.4204872531983032,0.5427185256566173,0.20096742917982313,0.5149581694568722,0.5859589673589015,0,0.6033530283987348,22,0.9482716469586288,5,0.041359160193405395,2022,3,1,35.86666666666667,0.5395609335221289,0.5721926113716431,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
LOAN00003214,CUST003214,2023-09-10,0.7391824754810236,0.49295073599906913,0.027876951797770024,0.30875595537059003,0.8193902153959053,0,0.6694148215470642,18,1.0592137397455461,5,0.020948626459928062,2023,9,3,18.1,0.0591932940073789,0.7158221209055501,0,0,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
LOAN00003215,CUST003215,2024-10-11,0.5085358119137593,0.2662909170088734,0.053869794984386064,0.40340850905978143,1.0,0,0.6572615583221678,10,1.0449597582846866,8,0.06750769743692339,2024,10,4,4.866666666666666,0.13856796161469553,0.8948876292694954,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False
LOAN00003216,CUST003216,2022-08-01,0.27440369225189404,0.508139957437257,0.13248812225269177,0.1653688840829691,0.19112575488804262,1,0.7410135174045639,21,0.717985464271199,32,0.4565641209577782,2022,8,3,31.6,0.5022370645886262,0.35961921002230157,0,1,0,1,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
LOAN00003217,CUST003217,2023-04-13,0.19719455391564134,0.5660373462117229,0.23155416485094818,0.9971790620925607,0.7624971178214904,1,0.8918053082689825,23,0.9230291896148688,84,0.3501782593310649,2023,4,2,23.1,1.069249274787639,0.6629200201443981,0,0,1,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False
LOAN00003218,CUST003218,2023-10-23,0.1346065580085111,0.41879649179794287,0.06725585057098776,0.5605547080540996,0.7830378911185453,0,0.3953092791658372,18,1.0697387711991821,9,0.17912834490399696,2023,10,4,16.666666666666668,0.42624349238276565,0.7168606011589491,0,0,0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False
LOAN00003219,CUST003219,2023-03-08,0.5862559668628226,0.33069878189204355,0.04989539413670096,0.42320125076212345,0.5430392144676685,0,0.5323604563914051,23,1.0033258990461302,5,0.017815141136711583,2023,3,1,24.3,0.11529712011466285,0.598075073306736,0,0,0,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False
LOAN00003220,CUST003220,2024-05-16,0.27475141220844573,0.06423794521305633,0.08257548604060816,0.7741841433289168,0.4478040282901545,1,0.6257827472419617,15,0.888376830840299,44,0.3522807442637696,2024,5,2,9.8,0.3248110342995678,0.597113453243513,0,0,0,1,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False
LOAN00003221,CUST003221,2024-09-09,0.37488924859052475,0.5578596172954305,0.0033001198215392284,0.4744101168475861,0.4475009931515822,1,0.4490340323366224,5,0.9454176940707468,77,0.11458008555043864,2024,9,3,5.933333333333334,0.03467758902351635,0.49261822381159837,0,0,1,0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False
LOAN00003222,CUST003222,2022-05-18,0.15391923620459386,0.3407104314798344,0.06314801846696647,0.5936927423677381,0.11520226152237167,0,0.5890464551067468,20,1.0026844956864298,0,0.08022366024433934,2022,5,2,34.1,0.3736444041342077,0.33941877123290404,0,1,0,0,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False
LOAN00003223,CUST003223,2023-06-30,0.08096045200382301,0.4141346280821209,0.004139300872360491,0.833158291963618,0.8097279659069008,0,0.5264557360723386,13,1.041490158498213,9,0.02710195831394461,2023,6,2,20.5,0.09440967542050685,0.7337425806371378,0,0,0,0,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False
LOAN00003224,CUST003224,2023-09-17,0.18008304711081857,0.18334882791430282,0.032112345784604715,0.8138903891745929,0.4024825535884698,0,0.3583598101834114,4,0.9259571893730044,2,0.05649798183758464,2023,9,3,17.866666666666667,0.19369922215565563,0.5431104254432569,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
LOAN00003225,CUST003225,2024-03-20,0.19450056050658693,0.16719869595640488,0.013985908710690506,0.24585908414258023,0.16383142073850787,0,0.17757532251724623,5,0.9726383586764291,1,0.026604782671279307,2024,3,1,11.7,0.10321601697535164,0.39364286824064204,0,1,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True
LOAN00003226,CUST003226,2022-06-14,0.27961102660528164,0.6948034351873756,0.15287062983242494,0.49680390735077173,0.6893692346336895,0,0.40402632209584766,16,0.9489585537908733,9,0.011440892062517069,2022,6,2,33.2,0.5668676217208566,0.5884555857838549,0,0,0,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False
LOAN00003227,CUST003227,2025-02-21,0.1352768325968142,0.6963012230356864,0.036928455957928215,0.7712148675389976,0.6868975078380758,1,0.7345152837682487,15,0.9351369510842205,80,0.3301531247838312,2025,2,1,0.43333333333333335,0.2560940313939233,0.5867797673307255,0,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True
LOAN00003228,CUST003228,2023-07-27,0.24853227490527852,0.5660333358696722,0.3201618319247745,0.25936374285257824,0.8276782823125317,0,0.4564594455436954,3,0.9006771188381819,0,0.08255839271839384,2023,7,3,19.6,1.2528456778188741,0.6985187765821924,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
LOAN00003229,CUST003229,2022-11-19,0.5270842453737499,0.603042627748226,0.006018214937829995,0.4381008958894701,1.0,1,0.8215491081445324,17,0.7290533613263326,21,0.3857895715052681,2022,11,4,27.933333333333334,0.03219045320818051,0.7800035723431868,0,0,0,1,1,False,False,False,False,False,True,False,True,False,False,True,False,False,False
LOAN00003230,CUST003230,2023-04-23,0.04409549816669205,0.39274236562831644,0.06579838227141062,0.43018311884513266,0.6147951618840299,1,0.49860349481527744,5,0.7487362928281073,24,0.5185161178671084,2023,4,2,22.766666666666666,0.6656308848193324,0.6256841883451285,0,0,0,1,1,False,False,False,False,False,True,False,False,True,True,False,False,False,False
LOAN00003231,CUST003231,2025-02-27,0.013662856458663043,0.25686160303174066,0.09485254056550291,0.6028015642501333,0.5251879711399386,0,0.4812764277033724,16,0.9262345467201987,1,0.24628659995400135,2025,2,1,0.23333333333333334,1.1537292831548083,0.6042873290094454,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
LOAN00003232,CUST003232,2023-10-22,0.549143804686522,0.5004276797871746,0.1468049691569219,0.6682206319009397,0.5010766167005984,1,0.7040316964449456,8,0.8159298229359095,89,0.33700918679499653,2023,10,4,16.7,0.32210282896524606,0.5348382718186881,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
LOAN00003233,CUST003233,2022-11-27,0.06096460676644323,0.37473627701617757,0.8134602155278711,0.7436483314411317,0.5265157436926959,0,0.47716514632431845,10,0.9110588939376506,4,0.13156686599173006,2022,11,4,27.666666666666668,6.589019222039769,0.5780147111759106,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False
LOAN00003234,CUST003234,2024-06-04,0.18302499607327638,0.5138626454725662,0.004322899677675672,0.5119869636150078,0.40949521975532255,1,0.6551334118013011,19,0.9653965720679073,11,0.29002781079795836,2024,6,2,9.166666666666666,0.06224424542285519,0.48069175002079256,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False
LOAN00003235,CUST003235,2023-12-28,0.3695825476686861,0.3352969232784616,0.03571991007610517,0.26817228579301267,0.4896748732389106,0,0.05166216457334383,8,1.0021129464159342,6,0.1225429635451143,2023,12,4,14.466666666666667,0.12722303992887649,0.5649619365349845,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False
LOAN00003236,CUST003236,2024-10-08,0.2338021362864773,0.26879711284207747,0.6942330850530244,0.41708924823097876,0.4138134818336242,1,0.7856032023456245,13,0.8301569962738574,87,0.389006471154295,2024,10,4,4.966666666666667,2.791557359823045,0.5329407222422047,0,0,1,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False
LOAN00003237,CUST003237,2023-09-17,0.23140190007917535,0.3373293881394548,0.02896935258905114,0.26447914937625283,0.33005562753675516,1,0.5794048509762509,6,0.7023552890254328,46,0.2992527606409511,2023,9,3,17.866666666666667,0.1519149273065877,0.46875796718324475,0,1,0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False
LOAN00003238,CUST003238,2024-09-08,0.2571067543037435,0.17210778178407818,0.13945433899835094,0.34600848907530174,1.0,1,0.9326903330169355,15,0.9898831957477918,85,0.5800112165596952,2024,9,3,5.966666666666667,0.5518700541856525,0.9270185444915964,0,0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
LOAN00003239,CUST003239,2024-08-13,1.0,0.3953928815405954,0.02826579359407872,0.6479107895749737,0.9698116968460244,0,0.6534917452053055,7,0.9686905543025757,2,0.03165477899781169,2024,8,3,6.833333333333333,0.0457462624828271,0.833146313949325,0,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False
LOAN00003240,CUST003240,2024-07-21,0.7508023536114838,0.5758675250460941,0.014649405934088526,0.18259640209323072,0.11259797142462274,1,0.791415055038575,18,0.9650319028788863,64,0.29871220485917216,2024,7,3,7.6,0.03746708299577593,0.30668589218223474,0,1,1,0,1,False,False,False,False,False,True,False,False,True,True,False,False,False,False
LOAN00003241,CUST003241,2023-11-06,0.14066935150240295,0.26365787287548403,0.03319958607501457,0.3740757524580816,0.6880537688935885,1,0.7798710749314351,9,0.7619241270730343,58,0.5105998033697138,2023,11,4,16.2,0.23023052299313695,0.7032496435689484,0,0,0,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True
LOAN00003242,CUST003242,2023-04-24,0.48801607279718967,0.0,0.6807469316046653,0.6873786515760059,0.5870383540094002,0,0.5133244584005223,5,0.9585778380775398,7,0.11504238748526771,2023,4,2,22.733333333333334,1.5717344282765564,0.7052563165397321,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False
LOAN00003243,CUST003243,2022-03-31,0.3455765967778313,0.4264335524668844,0.020697277335892154,0.6426148683940327,0.6424217143319286,1,0.267315017762513,10,0.8409670578524278,56,0.5738059832969151,2022,3,1,35.7,0.08898317190270692,0.6332352576362152,0,0,0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False
LOAN00003244,CUST003244,2022-12-15,0.24067242895422764,0.23222581620512117,0.061813942845411265,0.31991886981158457,0.22129115649000985,1,0.9202725748382549,17,0.8695353730022726,73,0.2320063963691059,2022,12,4,27.066666666666666,0.2756955080485643,0.4201289386089501,0,1,1,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False
LOAN00003245,CUST003245,2024-08-03,0.1153400082488848,0.5007820253900008,0.06496987373651927,0.2987568451930534,0.1166871833981432,0,0.5679446269568151,11,0.91089026426631,8,0.08556780328573399,2024,8,3,7.166666666666667,0.4490146894838748,0.3189352750489113,0,1,0,0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False
LOAN00003246,CUST003246,2023-01-01,0.33344205854983444,0.3458400894381073,0.22963853273312274,0.835965452987445,0.5896273560079751,1,0.6307466688954979,23,0.7066527520027901,29,0.29270919722736677,2023,1,1,26.5,0.7339296825025491,0.6223906152256017,0,0,0,1,1,False,False,False,False,False,True,True,False,False,False,False,False,False,True
LOAN00003247,CUST003247,2025-03-02,0.19402822717239132,0.8581042402294643,0.2861612619338325,0.5753893437174885,0.5066068803826933,0,0.8031474888797382,22,1.097959520187546,0,0.02172653598216682,2025,3,1,0.13333333333333333,1.325658565763955,0.4574034015165183,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
LOAN00003248,CUST003248,2024-12-31,0.18309969335229467,0.0,0.09729144219678494,0.31762570710453814,0.45919973453743146,0,0.7636612568992683,23,1.049192913532191,4,0.07053503961266532,2024,12,4,2.1666666666666665,0.49536201951678954,0.618430224890952,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
